번호,제목,첨부,부서명,작성일
1407,[홍콩] 입찰정보(2018-51),,양자경제외교총괄과,2018-12-28
1406,[알제리] 태양광 사업에 대한 국제입찰 정보,,양자경제외교총괄과,2018-12-21
1405,[가나] 에너지 관련 입찰 정보(소형전력망(Mini-Grid) 설계.조달.시공 관련,,양자경제외교총괄과,2018-12-21
1404,[중국] 화중지역 입찰정보(2018-161),,양자경제외교총괄과,2018-12-18
1403,[홍콩] 입찰정보(2018-49),,양자경제외교총괄과,2018-12-17
1402,[홍콩] 입찰정보(2018-47),,양자경제외교총괄과,2018-11-28
1401,[우즈베키스탄] 입찰정보,,양자경제외교총괄과,2018-11-26
1400,[니카라과] 입찰공고(블루필드 하수처리시설 현대화사업 시공사),,양자경제외교총괄과,2018-11-22
1399,[태국] 입찰정보(우따파오 공항 개발 프로젝트),,양자경제외교총괄과,2018-11-21
1398,[파키스탄] 입찰정보,,양자경제외교총괄과,2018-11-21
1397,[온두라스] 수력발전소 변압기 화재폭발 예방시스템 입찰,,양자경제외교총괄과,2018-11-21
1396,[온두라스] 공공조명시설 전기자재 구매,,양자경제외교총괄과,2018-11-20
1395,[홍콩] 입찰정보 (2018-46),,양자경제외교총괄과,2018-11-20
1394,[아제르바이잔] 주요 입찰정보 (2018.11.5~11.11),,양자경제외교총괄과,2018-11-13
1393,[태국] 입찰정보( 램차방 항구 개발 프로젝트),,양자경제외교총괄과,2018-11-12
1392,[홍콩] 입찰정보 (2018-45),,양자경제외교총괄과,2018-11-12
1391,[홍콩] 입찰정보(2018-44),,양자경제외교총괄과,2018-11-06
1390,[에콰도르] 주요국도 개선 및 4차선 확장공사 공개 입찰계획,,양자경제외교총괄과,2018-11-06
1389,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-10-31
1388,[홍콩] 입찰정보(2018-43),,양자경제외교총괄과,2018-10-29
1387,[파키스탄] 철도 Communication System 사업 입찰 공고,,양자경제외교총괄과,2018-10-26
1386,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-10-25
1385,[홍콩] 홍콩지역 입찰정보(2018-42),,양자경제외교총괄과,2018-10-22
1384,[니카라과] 농촌지역 태양광에너지 구축사업 시공사 입찰 공고,,양자경제외교총괄과,2018-10-17
1383,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-10-17
1382,[아제르바이잔] 주요 입찰정보,,양자경제외교총괄과,2018-10-16
1381,[홍콩] 홍콩지역 입찰정보(2018-41),,양자경제외교총괄과,2018-10-15
1380,[홍콩] 입찰정보 사전계획(2018.10-2019.9),,양자경제외교총괄과,2018-10-15
1379,[에콰도르] 도로 건설사업 입찰정보,,양자경제외교총괄과,2018-10-08
1378,[홍콩] 홍콩지역 입찰정보(2018-40),,양자경제외교총괄과,2018-10-05
1377,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-10-05
1376,[우즈베키스탄] 입찰정보,,양자경제외교총괄과,2018-10-04
1375,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-10-01
1374,[홍콩] 홍콩지역 입찰정보(2018-39),,양자경제외교총괄과,2018-10-01
1373,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-09-28
1372,[우크라이나] 지하철 건설공사,,양자경제외교총괄과,2018-09-21
1371,[우즈베키스탄] 타슈켄트주 상수도 개선사업 관련 국제입찰 공고,,양자경제외교총괄과,2018-09-21
1370,[에콰도르] 소규모 도로 보수 공사 입찰 정보,,양자경제외교총괄과,2018-09-21
1369,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-09-18
1368,[파키스탄] NTDC 220kV 송전선 사업 입찰 공고,,양자경제외교총괄과,2018-09-17
1367,[우즈베키스탄] 지방도로 재건사업 관련 국제입찰 공고,,양자경제외교총괄과,2018-09-13
1366,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-09-13
1365,[중국]화중지역 입찰정보(2018-130),,양자경제외교총괄과,2018-09-11
1364,[모로코] 입찰정보(카사블랑카 우수조 및 우수관 건설공사),,양자경제외교총괄과,2018-09-07
1363,[인도] 입찰정보(2018-2),,양자경제외교총괄과,2018-08-29
1362,[인도] 입찰정보(2018-1),,양자경제외교총괄과,2018-08-29
1361,[나이지리아] 입찰정보(배전회사 매각),,양자경제외교총괄과,2018-08-29
1360,[에콰도르] 입찰정보(도로 확장 및 개선),,양자경제외교총괄과,2018-08-29
1359,[중국] 홍콩지역 입찰정보(2018-34),,양자경제외교총괄과,2018-08-29
1358,[중국] 홍콩지역 입찰정보(2018-33),,양자경제외교총괄과,2018-08-29
1357,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-08-29
1356,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-08-29
1355,[요르단] 에너지광물자원부 태양광발전소 사업 입찰 공지,,양자경제외교총괄과,2018-08-29
1354,[네팔] Nagdhunga 터널 건설 프로젝트 입찰정보,,양자경제외교총괄과,2018-08-17
1353,[중국] 홍콩지역 입찰정보(2018-32),,양자경제외교총괄과,2018-08-17
1352,"[오만] 수전력조달공사, Al Batinah 지역 2개 담수화플랜트 건설 추진",,양자경제외교총괄과,2018-08-17
1351,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-08-10
1350,[에콰도르] 공공교통건설부(MTOP) 입찰 정보,,양자경제외교총괄과,2018-08-10
1349,[중국] 홍콩지역 입찰정보 사전계획(2018.7~2019.6),,양자경제외교총괄과,2018-08-10
1348,[나이지리아] 주요 입찰정보,,양자경제외교총괄과,2018-08-10
1347,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-08-10
1346,[이스라엘] 40억불 규모 경전철 프로젝트 입찰 정보,,양자경제외교총괄과,2018-08-10
1345,[중국] 홍콩지역 입찰정보(2018-31),,양자경제외교총괄과,2018-08-10
1344,[파키스탄] NTDC 500kV 초고압변전소 사업 입찰 공고,,양자경제외교총괄과,2018-08-10
1343,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-08-01
1342,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-08-01
1341,"[에콰도르] 입찰정보(도로 확장, 오수처리장,상하수도)",,양자경제외교총괄과,2018-08-01
1340,[중국] 홍콩지역 입찰정보(2018-30),,양자경제외교총괄과,2018-08-01
1339,[중국] 홍콩지역 입찰정보(2018-29),,양자경제외교총괄과,2018-08-01
1338,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-07-19
1337,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-07-19
1336,[태국] 주파수 대역 할당 및 면허 경매 실시,,양자경제외교총괄과,2018-07-19
1335,[온두라스] 수력발전댐 수문 자동기상관측시설 구축사업,,양자경제외교총괄과,2018-07-19
1334,[가나] 에너지 관련 입찰정보,,양자경제외교총괄과,2018-07-19
1333,[키르기즈] 호텔-쇼핑몰 복합건물 “Issyk-Kul” 재건축 사업 입찰,,양자경제외교총괄과,2018-07-19
1332,[투르크메니스탄] TAPI 투르크메니스탄 구간 가스압축스테이션 건설을 위한 사전자격심사,,양자경제외교총괄과,2018-07-19
1331,[온두라스] San Lorenzo 항만개발 추진관련 사전 의향조사 실시,,양자경제외교총괄과,2018-07-19
1330,[중국] 홍콩지역 입찰정보(2018-28),,양자경제외교총괄과,2018-07-19
1329,[파키스탄] NTDC 220kV & 132kV 패널 조달 사업 입찰 공고,,양자경제외교총괄과,2018-07-19
1328,[파키스탄] NTDC 500/220kV 변전소 장비 및 자재 조달 사업 입찰 공고,,양자경제외교총괄과,2018-07-19
1327,[에콰도르] 소규모 상․하수도 공사 입찰정보,,양자경제외교총괄과,2018-07-19
1326,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-07-11
1325,[에콰도르] 소규모 하수도 공사 입찰정보,,양자경제외교총괄과,2018-07-11
1324,[대만] 건설 입찰정보,,양자경제외교총괄과,2018-07-11
1323,[온두라스] 입찰정보(온두라스 전력공사 전력공급자 선정),,양자경제외교총괄과,2018-07-11
1322,[중국] 홍콩지역 입찰정보(2018-27),,양자경제외교총괄과,2018-07-11
1321,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-06-29
1320,[중국] 홍콩지역 입찰정보(2018-26),,양자경제외교총괄과,2018-06-29
1319,[중국] 홍콩지역 입찰정보,,양자경제외교총괄과,2018-06-29
1318,[투크르메니스탄] 국제입찰 정보(UFC 공장),,양자경제외교총괄과,2018-06-29
1317,[나이지리아] 입찰 정보 (하천 유역개발사업 등),,양자경제외교총괄과,2018-06-22
1316,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-06-22
1315,[이스라엘] 16억불 규모 이스라엘 경전철(Light Railway) 프로젝트 입찰 정보,,양자경제외교총괄과,2018-06-22
1314,[중국] 홍콩지역 입찰정보,,양자경제외교총괄과,2018-06-22
1313,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-06-15
1312,[스리랑카] 정유기업 입찰정보,,양자경제외교총괄과,2018-06-15
1311,[중국] 홍콩지역 입찰정보,,양자경제외교총괄과,2018-06-15
1310,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-06-07
1309,[키르기즈] 남부지역 석회석 탐사권 입찰 공고,,양자경제외교총괄과,2018-06-07
1308,[튀니지] 입찰정보(풍력 및 태양광 발전소 건설사업),,양자경제외교총괄과,2018-06-07
1307,[중국] 홍콩지역 입찰정보(2018-22),,양자경제외교총괄과,2018-06-07
1306,[중국] 홍콩지역 입찰정보(2018-21),,양자경제외교총괄과,2018-06-07
1305,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-05-30
1304,[네팔] 입찰정보(카트만두 지역 철도 타당성 조사 사업),,양자경제외교총괄과,2018-05-30
1303,[스리랑카] 철도청(Sri Lanka Railways) 입찰 정보,,양자경제외교총괄과,2018-05-30
1302,[중국] 홍콩지역 입찰정보(2018-20),,양자경제외교총괄과,2018-05-24
1301,[파키스탄] 트랜스페샤와르 페샤와르급행교통체계 관련 사업 입찰 공고,,양자경제외교총괄과,2018-05-24
1300,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-05-24
1299,[이스라엘] 해수담수화 플랜트(Sorek-B) 입찰 공고,,양자경제외교총괄과,2018-05-24
1298,[가나] 에너지 관련 입찰정보(태양광 관련 설비),,양자경제외교총괄과,2018-05-24
1297,[키르기즈] 남부지역 갈탄 광상 개발 및 지질조사권 입찰 공고,,양자경제외교총괄과,2018-05-17
1296,[가나] 입찰정보(전자 세금 계산 소프트웨어 개발 등),,양자경제외교총괄과,2018-05-17
1295,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-05-17
1294,[중국] 홍콩지역 입찰정보,,양자경제외교총괄과,2018-05-17
1293,[키르기즈] 남부지역 암염 광산 지질조사 및 채굴권 입찰 공고,,양자경제외교총괄과,2018-05-09
1292,[스리랑카] 스리랑카 철도청(Sri Lanka Railways) 입찰 정보,,양자경제외교총괄과,2018-05-09
1291,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-05-09
1290,[나이지리아] 입찰정보(전력 및 광업 부문),,양자경제외교총괄과,2018-05-09
1289,[중국] 홍콩지역 입찰정보(2018-18),,양자경제외교총괄과,2018-05-09
1288,[나이지리아] 입찰정보(도로 건설 사업),,양자경제외교총괄과,2018-05-03
1287,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-05-03
1286,[중국] 홍콩지역 입찰정보(2018-17),,양자경제외교총괄과,2018-05-03
1285,[가나] 인프라 관련 입찰정보(철도건설 타당성 조사),,양자경제외교총괄과,2018-04-25
1284,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-04-25
1283,[온두라스] 입찰정보(케이블 구매),,양자경제외교총괄과,2018-04-25
1282,[중국] 홍콩지역 입찰정보(2018-16),,양자경제외교총괄과,2018-04-25
1281,[나이지리아] 주요 입찰 정보(송전소 개보수 사업),,양자경제외교총괄과,2018-04-18
1280,[파키스탄] 변전소 EPC 설계 및 시공 감독 관련 컨설팅 서비스 입찰 공고,,양자경제외교총괄과,2018-04-18
1279,[중국] 홍콩지역 입찰정보(2018-15),,양자경제외교총괄과,2018-04-18
1278,[콜롬비아] 보고타 메트로 건설(참가의향서 접수 개시),,양자경제외교총괄과,2018-04-18
1277,[중국] 홍콩지역 입찰정보(2018-14),,양자경제외교총괄과,2018-04-12
1276,[카타르] 공공사업청 프로젝트 PQ 공고 및 2018년 추진계획,,양자경제외교총괄과,2018-04-12
1275,[네팔] Fast Track 교량 건설사업 입찰참가자 사전심사,,양자경제외교총괄과,2018-04-12
1274,[가나] 에너지 관련 입찰정보,,양자경제외교총괄과,2018-04-12
1273,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-04-12
1272,[중국] 홍콩지역 입찰정보(2018-13),,양자경제외교총괄과,2018-04-10
1271,[스리랑카] 철도청 입찰 정보(철로),,양자경제외교총괄과,2018-04-10
1270,[가나] 에너지 관련 입찰정보(전력분야 설비‧시공‧IT서비스 등),,양자경제외교총괄과,2018-03-28
1269,[중국] 홍콩지역 입찰정보(2018-12),,양자경제외교총괄과,2018-03-28
1268,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-03-28
1267,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-03-28
1266,[가나] 인프라 관련 입찰정보(관개시설 재건),,양자경제외교총괄과,2018-03-21
1265,[중국] 홍콩지역 입찰정보(2018-11),,양자경제외교총괄과,2018-03-21
1264,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-03-21
1263,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-03-21
1262,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-03-14
1261,[파키스탄] 800 대물열차 및 20 차장열차 사업 입찰 공고,,양자경제외교총괄과,2018-03-14
1260,[파키스탄] NTDCL Making Switch 조달 사업 입찰 공고,,양자경제외교총괄과,2018-03-14
1259,[대만] 건설 입찰정보,,양자경제외교총괄과,2018-03-14
1258,[중국] 홍콩지역 입찰정보(2018-10),,양자경제외교총괄과,2018-03-14
1257,[사이프러스] 버스 운영권 국제입찰 정보,,양자경제외교총괄과,2018-03-14
1256,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-03-08
1255,[중국] 홍콩지역 입찰정보(2018-9),,양자경제외교총괄과,2018-03-08
1254,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-03-02
1253,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-03-02
1252,[파키스탄] NTDCL 220KV 송전선 플랜트 조달 사업 입찰 공고,,양자경제외교총괄과,2018-03-02
1251,[중국] 홍콩지역 입찰정보((2018-8),,양자경제외교총괄과,2018-03-02
1250,[파키스탄] 230대 신규 고속여객 철도차량 사업 입찰 공고,,양자경제외교총괄과,2018-02-23
1249,[파키스탄] NTDCL 송전망향상투자프로그램관련 변전소사업입찰 공고,,양자경제외교총괄과,2018-02-23
1248,[파키스탄] NTDCL 송전선로 폴리머애자(Polymer Insulators) 사업 입찰 공고,,양자경제외교총괄과,2018-02-23
1247,[중국] 홍콩지역 입찰정보(2018-7),,양자경제외교총괄과,2018-02-23
1246,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-02-23
1245,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-02-19
1244,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-02-19
1243,[가나] 에너지 관련 입찰정보,,양자경제외교총괄과,2018-02-19
1242,[중국] 홍콩지역 입찰정보(2018-6),,양자경제외교총괄과,2018-02-19
1241,[중국] 화중지역 입찰정보,,양자경제외교총괄과,2018-02-08
1240,[우즈베키스탄] 팝~나망간~안디잔 철로 전철화 사업 입찰 주사업자 공고,,양자경제외교총괄과,2018-02-08
1239,[중국] 화남지역 입찰정보,,양자경제외교총괄과,2018-02-08
